PUMFID,VERDATE,AGEGRP,BH_05,BH_10,BH_25,BH_30,BH_45,PBH_50,BH_15A,BH_15B,BH_15C,BH_15D,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_55A,BH_55B,BH_55C,BH_55D,BH_55E,BH_55F,BH_55G,BH_55H,BH_55I,BH_55J,BH_55K,BH_55L,BH_60A,BH_60B,BH_60C,BH_60D,BH_60E,BH_60F,PBH_65A,BH_65B,BH_65C,PBH_70_C,DWELCODC,EDUC_LVC,PEMPSTC,HASCHILD,HHLDSIZC,IMMIGRNC,LM_30,LM_40,PLM_45,LM_35A,LM_35B,LM_35CDE,LM_35F,MARSTATC,SEX,PTELEWSC,COVID_WT
4779,23/04/2020,4,6,6,3,3,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,2,4,3,3,3,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,2,2,1,6,1,1,1,0,3,1,1,5,1,2,2,2,1,1,1,3,92100.9611
4780,23/04/2020,4,11,11,1,2,2,2,2,2,2,3,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,9,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,3,4,4,4,4,1,2,2,1,6,1,4,1,0,1,2,5,5,2,2,2,2,1,4,2,3,873.0268
4781,23/04/2020,7,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,4,3,4,2,3,3,2,1,3,3,3,2,3,3,3,3,3,3,2,2,2,1,1,4,3,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,4,3,2,2,2,1,1,1,9,1354.745
4782,23/04/2020,2,8,11,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,4,4,4,4,3,3,3,3,1,1,3,3,2,2,3,2,3,4,2,2,2,3,3,2,3,4,4,4,4,2,2,2,1,6,2,4,1,1,1,1,3,3,2,2,2,2,1,4,2,3,2045.2562
4783,23/04/2020,5,9,3,4,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,4,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,1,1,1,1,1,4,4,4,4,4,4,2,2,1,6,1,4,4,0,1,1,6,4,3,2,2,2,1,3,2,9,540.5544
4784,23/04/2020,4,12,11,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,3,9,9,9,9,9,9,9,9,3,3,9,9,1,2,4,2,2,4,4,4,3,3,4,1,3,4,4,4,4,1,2,2,1,6,1,4,1,0,2,1,4,5,2,2,2,2,1,1,2,3,1866.6322
4785,23/04/2020,1,1,5,3,4,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,4,2,3,1,3,3,1,2,3,1,2,4,3,4,4,2,1,1,1,2,1,3,4,4,4,4,3,2,2,1,6,1,2,4,0,3,1,6,5,2,2,2,2,1,4,1,9,6786.6705
4786,23/04/2020,3,9,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2,2,4,3,2,2,2,1,1,4,4,4,4,4,4,2,2,1,6,4,6,1,0,3,1,5,4,3,2,2,2,1,1,1,3,8095.3518
4787,23/04/2020,6,1,5,2,2,2,2,1,2,2,3,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,4,4,1,1,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,4,3,2,2,2,1,2,2,9,2421.9196
4788,23/04/2020,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,3,4,2,3,3,2,1,1,3,3,2,2,2,3,3,3,2,3,3,3,2,1,3,4,3,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,2,2,2,2,1,1,2,9,5299.1766
4789,23/04/2020,7,1,1,3,3,2,2,2,2,2,3,1,1,1,2,2,1,1,1,1,2,2,2,2,2,3,4,4,4,4,3,3,3,3,1,1,3,3,3,3,4,3,3,4,2,2,3,3,2,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,5,3,2,2,2,1,1,1,9,1890.5704
4790,23/04/2020,6,6,6,1,3,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,4,4,4,4,3,1,3,3,3,3,3,3,2,1,1,3,3,3,2,4,1,1,3,2,3,4,4,4,4,4,2,2,1,6,2,5,1,0,1,1,2,2,2,2,2,2,1,3,2,3,956.0072
4791,23/04/2020,1,3,3,2,3,2,2,1,2,1,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,4,1,3,4,3,3,3,1,3,3,3,1,1,2,2,2,2,3,2,1,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,2,1,0,3,1,5,3,2,2,2,2,1,4,2,3,5590.6236
4792,23/04/2020,3,1,2,4,4,1,1,1,2,2,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,3,3,3,3,3,3,1,1,1,3,3,3,3,3,2,2,3,2,1,2,2,1,1,3,4,4,3,4,4,2,1,2,1,1,6,2,0,1,1,4,2,2,2,2,2,1,4,2,4,2457.2743
4793,23/04/2020,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,2,3,3,1,2,2,4,1,3,4,4,4,4,4,2,2,1,6,1,2,1,0,3,1,1,2,2,2,2,2,1,4,2,3,3366.7455
4794,23/04/2020,4,7,7,2,3,2,2,2,2,3,3,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,4,3,4,4,3,3,3,3,1,1,3,3,2,1,4,3,3,3,3,2,1,2,2,4,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,2,2,2,2,2,1,4,2,9,9557.1716
4795,23/04/2020,5,1,1,1,1,2,2,2,2,9,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,4,3,3,3,3,1,1,3,3,2,2,3,3,3,4,1,2,1,1,3,3,3,4,4,4,4,3,1,2,2,2,1,6,1,0,2,1,5,3,3,2,2,2,1,1,1,2,1563.6156
4796,23/04/2020,5,1,1,3,9,2,9,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,9,9,3,3,9,3,3,3,3,3,3,3,3,2,4,4,4,4,4,4,2,2,2,3,1,4,4,4,4,4,4,2,2,1,6,1,2,4,0,1,1,6,4,2,2,2,2,1,3,2,9,2403.2086
4797,23/04/2020,5,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,3,4,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,5,4,0,2,1,6,4,2,2,2,2,1,1,2,9,2234.1946
4798,23/04/2020,2,3,6,1,2,2,2,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,4,3,3,3,3,3,2,3,3,2,1,3,3,3,4,2,1,1,2,1,1,3,4,4,4,4,4,2,2,1,6,2,7,1,0,1,1,4,5,3,2,2,2,1,4,2,2,2003.9389
4799,23/04/2020,2,5,2,4,4,1,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,3,2,2,3,3,1,1,3,3,3,4,2,4,2,3,4,2,1,1,1,2,2,3,4,3,4,4,4,2,2,1,6,4,6,1,0,2,1,5,4,3,2,2,2,1,2,2,2,8262.9411
4800,23/04/2020,6,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,4,4,2,2,4,3,9,9,9,1,1,9,9,3,3,3,3,3,3,3,1,2,2,2,2,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,3,2,2,2,1,1,1,9,2719.3221
4801,23/04/2020,6,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,3,4,4,3,4,3,3,3,3,1,1,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,2,2,1,6,1,6,1,0,2,1,5,4,3,1,2,2,2,1,1,1,4869.1951
4802,23/04/2020,5,1,1,1,1,2,2,2,2,1,3,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,3,3,3,1,3,4,4,4,4,2,2,2,1,6,1,2,1,0,2,1,3,4,3,2,2,2,1,1,1,3,9235.2518
4803,23/04/2020,2,6,6,3,1,1,1,1,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,4,1,3,3,1,2,1,3,1,4,4,4,4,4,4,1,2,2,2,1,1,4,3,4,4,4,4,2,2,1,6,1,7,1,0,2,1,5,5,3,2,2,2,1,1,2,3,1621.6917
4804,23/04/2020,4,3,6,3,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,4,3,3,4,3,3,3,3,1,1,3,3,2,2,3,3,3,4,2,2,3,2,2,1,3,4,4,4,4,4,2,1,2,2,1,3,4,0,4,1,6,2,2,1,2,2,2,1,1,9,2440.0553
4805,23/04/2020,5,1,1,2,3,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,4,3,3,3,1,1,1,3,3,3,1,2,3,3,3,2,1,2,2,2,1,4,3,4,4,4,4,2,2,1,6,1,3,4,0,1,1,6,5,2,2,2,2,1,4,1,9,1248.3832
4806,23/04/2020,6,6,6,1,1,2,2,2,1,2,3,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,3,1,2,2,1,1,2,2,1,2,2,1,1,4,4,4,4,4,4,2,2,1,6,1,1,4,0,1,1,6,4,2,2,2,2,1,3,1,9,10534.2473
4807,23/04/2020,6,1,1,3,9,1,2,1,2,9,9,1,2,2,2,1,1,1,1,1,1,2,2,2,2,9,9,3,3,4,3,3,3,2,1,1,1,1,3,3,4,3,3,4,2,2,2,2,3,1,3,4,4,4,4,4,2,2,1,6,3,4,4,0,2,2,6,3,1,2,2,2,1,1,2,9,5354.4065
4808,23/04/2020,5,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,3,4,3,4,4,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,2,2,3,1,3,4,4,4,4,1,2,2,1,6,1,4,1,0,2,1,3,4,3,2,2,2,1,1,1,3,2522.9953
4809,23/04/2020,5,6,3,4,3,1,2,1,3,2,3,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,4,4,2,3,3,3,1,1,1,3,3,4,4,4,4,4,4,2,2,3,2,2,1,4,4,4,4,4,4,2,2,1,6,1,2,3,0,1,1,1,2,2,2,2,2,1,3,2,4,525.6579
4810,23/04/2020,1,6,6,2,3,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,3,3,3,2,3,1,3,1,1,2,3,1,2,3,4,4,3,3,1,2,2,1,1,4,4,3,4,4,4,2,2,1,6,4,2,4,0,3,1,6,2,2,2,2,2,1,4,1,9,6692.4986
4811,23/04/2020,2,3,3,1,3,2,2,2,2,1,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,4,4,4,3,3,3,1,1,1,1,3,2,2,4,3,1,4,2,1,1,2,4,1,3,4,3,4,4,4,2,2,1,6,1,6,1,0,2,1,2,4,3,2,2,2,1,1,1,1,2065.0105
4812,23/04/2020,5,2,2,2,1,2,2,2,1,2,3,2,2,2,2,1,1,1,1,1,1,2,1,2,2,3,3,3,4,4,3,3,3,3,3,1,3,1,2,2,3,2,1,3,1,2,2,1,1,1,4,3,3,4,4,4,1,2,2,1,1,6,1,0,4,1,4,4,3,2,2,2,1,1,1,1,22422.392
4813,23/04/2020,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,3,3,3,3,3,2,1,1,3,3,1,1,1,3,3,2,1,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,2,3,3,0,1,2,3,5,2,2,2,2,1,3,2,4,14149.0161
4814,23/04/2020,5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,3,4,4,3,3,3,3,1,1,3,3,2,2,4,3,3,4,3,2,2,2,2,1,3,4,3,4,4,4,2,2,1,6,1,4,1,0,2,1,4,5,3,2,2,2,1,1,2,9,2639.2279
4815,23/04/2020,6,1,1,2,2,2,2,1,2,2,3,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,3,3,3,1,3,3,3,3,4,2,2,4,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,4,2,2,2,2,1,1,1,9,10744.5405
4816,23/04/2020,7,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,4,4,2,3,3,3,1,1,3,3,2,2,3,3,3,3,2,2,1,1,2,9,3,4,4,4,4,4,2,2,1,6,4,6,4,0,1,1,6,4,3,9,9,9,9,4,2,9,1869.4078
4817,23/04/2020,4,1,6,3,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,4,3,9,4,1,3,3,3,1,1,3,1,2,2,3,3,3,4,4,1,1,1,1,1,3,4,4,4,4,4,2,2,1,6,1,2,1,0,2,1,5,5,2,1,2,2,2,1,2,3,4045.9148
4818,23/04/2020,5,1,1,3,3,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,4,3,4,4,3,3,3,3,3,3,3,3,2,2,3,3,3,2,1,1,1,1,1,2,3,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,1,2,2,2,1,1,1,9,4167.1366
4819,23/04/2020,1,10,10,3,4,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,4,3,3,3,3,1,1,3,1,3,3,3,2,2,2,1,3,2,2,4,1,3,4,3,4,4,4,2,2,1,6,1,2,4,0,3,1,6,5,1,2,2,2,1,4,2,9,45397.1823
4820,23/04/2020,5,5,2,3,3,2,2,9,1,9,9,1,1,2,2,2,1,1,1,1,1,1,2,2,2,4,4,4,4,2,3,3,3,3,1,1,3,3,2,3,4,3,3,4,3,2,2,2,1,1,3,4,4,4,4,1,2,2,1,6,1,2,1,0,1,1,2,2,2,2,2,2,1,4,1,3,1662.1736
4821,23/04/2020,2,11,11,3,4,2,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,4,2,4,3,3,3,2,1,1,1,3,2,1,3,2,2,4,3,2,2,2,1,1,3,4,3,4,4,4,2,1,2,2,4,2,1,0,1,1,4,3,2,2,2,2,1,4,2,3,896.8357
4822,23/04/2020,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,4,3,4,3,2,2,2,2,1,1,2,1,3,3,3,3,3,3,2,3,3,3,3,1,3,4,4,4,4,4,2,2,1,6,1,4,1,1,2,1,1,1,2,2,2,1,2,1,2,3,10349.8596
4823,23/04/2020,4,1,1,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,3,3,4,1,1,3,3,1,1,3,1,2,4,4,4,4,4,2,1,4,4,2,1,3,4,4,4,4,4,2,2,1,6,4,2,3,0,4,1,1,1,2,1,2,2,2,2,2,4,14097.0821
4824,23/04/2020,6,7,7,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,2,3,4,3,3,3,9,3,1,9,9,1,1,1,2,2,2,1,2,2,2,1,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,4,3,2,2,2,1,1,1,9,4058.8959
4825,23/04/2020,6,1,5,2,2,2,2,9,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,9,3,3,1,3,3,2,9,2,2,3,3,2,2,2,2,2,1,3,4,4,4,4,3,2,2,1,6,2,2,1,0,1,1,1,2,2,2,2,2,1,4,2,1,15093.2758
4826,23/04/2020,4,1,1,2,3,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,3,4,2,3,3,3,1,1,3,3,2,2,3,2,2,3,1,1,2,2,2,1,3,3,4,4,4,4,2,2,1,6,1,6,1,1,2,1,2,5,2,2,2,2,1,1,2,2,6569.6161
4827,23/04/2020,5,6,6,2,1,2,1,2,2,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,4,4,4,4,4,3,3,3,3,1,3,2,1,2,3,2,3,3,3,2,1,2,2,2,1,2,4,4,3,4,1,2,2,1,6,1,4,1,0,2,1,2,5,2,2,2,2,1,1,1,3,2210.1869
4828,23/04/2020,4,1,1,1,4,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,4,4,3,4,3,3,3,1,1,1,3,3,2,2,3,2,2,3,2,2,2,2,2,1,3,4,3,4,4,4,2,1,2,1,4,6,1,0,2,2,1,1,2,1,2,2,2,1,1,1,8492.2429
4829,23/04/2020,6,1,1,2,9,2,2,9,9,9,3,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,2,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,3,1,6,5,2,2,2,2,1,1,2,9,8640.3667
4830,23/04/2020,5,1,6,3,3,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,4,4,4,3,3,3,3,3,1,1,3,1,2,2,3,4,4,3,2,2,2,1,2,1,3,4,3,4,4,4,2,2,1,6,1,4,4,0,3,1,6,3,2,2,2,2,1,3,2,9,2201.2404
4831,23/04/2020,7,12,6,3,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,2,2,3,2,2,2,2,2,1,3,4,4,4,4,4,1,2,2,2,2,2,4,0,2,2,6,5,3,2,2,2,1,1,1,9,2252.5129
4832,23/04/2020,6,5,5,2,3,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,2,4,4,3,3,3,3,1,1,3,3,4,4,4,3,3,3,2,2,2,2,3,1,4,4,4,4,4,4,2,2,1,6,1,7,4,0,2,1,6,5,2,2,2,2,1,4,1,9,869.7073
4833,23/04/2020,2,5,6,2,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,9,3,3,3,3,3,3,1,1,1,3,3,4,4,4,4,4,4,4,4,3,3,2,1,3,4,3,4,4,4,2,2,1,6,4,4,1,0,1,1,2,5,2,2,2,2,1,4,2,1,1794.3572
4834,23/04/2020,6,1,1,3,4,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,4,4,4,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,4,2,1,1,3,3,4,4,4,4,4,2,2,1,6,2,4,4,0,1,1,6,1,2,2,2,2,1,4,1,9,966.0041
4835,23/04/2020,3,4,3,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,4,3,3,3,3,1,1,3,3,4,4,4,2,2,2,4,2,2,2,4,1,3,4,4,4,4,2,2,1,2,2,1,6,1,1,2,1,5,4,2,2,2,2,1,1,1,3,2818.5783
4836,23/04/2020,3,1,2,1,1,2,2,2,2,2,3,1,2,2,2,1,1,1,2,1,2,1,1,2,2,3,4,3,3,4,1,3,3,1,1,1,3,3,1,1,3,3,4,4,1,3,3,3,1,1,4,3,3,4,4,4,2,2,1,6,1,7,1,1,2,1,5,4,3,2,2,2,1,1,2,1,1072.2155
4837,23/04/2020,5,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,2,4,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,1,1,1,1,2,3,4,4,4,4,4,2,2,1,6,1,6,4,0,2,1,6,4,2,2,2,2,1,2,2,9,1930.9585
4838,23/04/2020,5,5,6,3,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,4,4,3,3,3,3,3,1,3,3,2,2,3,3,3,3,2,1,2,3,2,1,2,4,4,4,4,4,2,1,2,2,1,7,4,0,2,1,6,5,2,2,2,2,1,1,2,9,744.0654
4839,23/04/2020,5,6,6,4,3,2,1,1,2,2,3,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,2,2,1,2,2,4,3,4,4,4,4,1,2,2,1,6,1,4,1,0,2,1,5,5,2,2,2,2,1,2,2,3,1284.3686
4840,23/04/2020,6,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,3,4,3,3,3,3,1,1,3,3,1,1,2,3,2,3,2,1,2,1,1,3,4,4,4,4,4,4,2,2,1,6,1,4,4,0,2,1,6,4,3,2,2,2,1,1,2,9,5523.0871
4841,23/04/2020,5,1,1,3,4,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,3,4,2,4,4,3,3,1,3,1,3,3,3,3,3,4,4,4,4,2,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,2,2,2,2,2,1,1,1,9,6644.7523
4842,23/04/2020,7,1,1,1,1,2,2,9,9,9,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,4,2,2,2,2,3,3,3,1,3,3,3,2,2,9,3,3,3,1,2,1,1,1,1,4,4,4,4,4,4,2,2,1,6,1,7,1,0,2,1,5,4,3,2,2,2,1,1,1,2,2693.611
4843,23/04/2020,7,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,1,3,3,9,3,3,3,4,4,4,1,3,2,2,1,1,4,4,4,4,4,4,2,2,1,6,2,1,4,0,2,1,6,4,2,2,2,2,1,1,1,9,4723.9914
4844,23/04/2020,5,5,1,2,1,2,1,2,2,2,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,4,3,4,3,3,3,3,2,1,1,1,9,2,2,3,3,3,3,3,3,1,2,1,1,3,4,4,4,4,4,2,2,1,6,1,2,4,0,2,1,6,5,2,2,2,2,1,1,2,9,5210.8302
4845,23/04/2020,4,6,6,3,2,1,1,1,1,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,3,4,3,3,4,3,3,3,2,3,3,3,3,4,3,2,2,2,3,9,3,2,3,1,1,4,4,3,4,4,4,2,2,1,6,4,4,2,0,2,1,3,5,2,2,2,2,1,4,2,4,2772.9847
4846,23/04/2020,5,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,3,4,3,4,4,2,3,3,2,1,1,3,1,2,3,4,3,3,4,1,3,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,6,1,1,3,1,4,5,2,2,2,2,1,1,1,2,3275.8469
4847,23/04/2020,5,1,9,2,2,2,2,2,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,1,1,1,3,1,3,4,4,4,4,4,4,4,4,4,2,1,3,4,4,4,4,4,2,2,1,6,1,4,1,0,2,1,4,5,2,2,2,2,1,1,2,3,1535.6881
4848,23/04/2020,5,10,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,4,4,2,3,3,3,1,1,3,3,2,2,2,2,3,3,2,1,1,2,1,1,3,4,4,4,4,1,2,1,2,2,1,4,1,0,2,1,5,4,3,2,2,2,1,2,1,3,3023.0932
4849,23/04/2020,5,6,3,2,1,2,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,3,3,1,3,3,3,2,3,3,2,2,3,2,1,1,1,2,1,3,4,4,4,4,1,2,2,1,6,4,7,1,0,2,1,3,5,2,2,2,2,1,2,1,3,3364.4928
4850,23/04/2020,7,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,4,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,1,2,2,2,2,1,3,4,4,4,4,4,2,2,1,6,1,7,1,0,2,1,2,2,2,2,2,2,1,1,1,2,412.1313
4851,23/04/2020,7,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,3,9,3,9,9,9,9,9,9,1,1,9,1,2,9,2,9,9,9,9,9,9,9,9,9,4,3,3,9,9,9,2,2,1,6,1,6,4,0,2,1,6,3,3,2,2,2,1,3,1,9,3055.8161
4852,23/04/2020,6,1,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,3,4,4,4,3,3,3,3,1,3,3,3,2,2,2,2,2,2,1,1,2,2,2,1,3,4,4,3,4,4,2,2,1,6,2,2,4,0,2,1,6,4,3,2,2,2,1,1,1,9,4781.3476
4853,23/04/2020,7,2,3,2,3,2,2,2,2,2,3,1,1,2,2,2,1,1,1,1,2,1,2,1,2,3,4,9,3,3,1,9,9,9,1,9,1,9,2,9,2,2,2,3,2,2,3,2,2,1,3,4,4,4,4,4,2,1,2,1,2,4,4,0,1,2,6,5,3,2,2,2,1,3,2,9,2512.8718
4854,23/04/2020,4,3,3,5,3,1,1,1,1,9,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,3,2,2,4,3,3,1,3,1,1,3,1,3,4,2,4,3,3,3,4,3,2,1,1,3,4,4,4,4,4,2,1,2,2,1,4,1,1,1,1,1,5,2,1,2,2,2,3,1,1,783.4321
4855,23/04/2020,7,9,6,2,2,2,1,2,2,2,3,1,1,2,2,2,1,1,2,1,1,2,2,2,2,3,3,3,9,4,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,1,3,4,3,3,4,4,2,2,1,6,4,2,4,0,2,1,6,4,2,2,2,2,1,1,2,9,27562.0059
4856,23/04/2020,1,3,3,1,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,4,3,4,4,3,3,3,3,3,1,3,3,1,2,2,2,2,3,2,1,2,1,2,1,3,3,4,4,4,4,2,2,1,6,1,1,4,0,3,1,6,3,3,2,2,2,1,4,1,9,3366.7455
4857,23/04/2020,3,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,4,2,2,4,3,3,3,3,3,1,3,1,2,4,4,4,4,4,4,1,3,4,1,4,4,4,4,4,4,4,2,2,1,6,1,4,3,1,2,1,5,4,3,2,2,2,1,2,1,4,1559.7122
4858,23/04/2020,1,6,5,1,3,2,2,2,2,2,3,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,3,2,4,4,3,3,3,1,1,1,1,3,2,3,4,3,3,3,2,3,4,4,4,2,3,3,3,4,4,4,2,1,2,1,1,2,3,0,3,1,1,2,3,2,2,2,1,4,1,4,14148.5501
